Genes	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
ENSRNOG00000057755	0	0	0	0	0	0	0	1	1	0
ENSRNOG00000056617	7	4	10	4	5	13	2	9	14	4
ENSRNOG00000009297	215	119	152	122	93	161	113	130	162	98
ENSRNOG00000051622	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009274	18	16	14	26	14	26	13	22	20	17
ENSRNOG00000009042	506	356	377	351	278	462	348	475	459	306
ENSRNOG00000055932	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052692	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008949	565	553	568	553	534	1063	705	1082	1139	593
ENSRNOG00000040122	1	0	1	1	0	0	0	1	2	0
ENSRNOG00000027012	62	45	55	36	54	45	57	45	77	31
ENSRNOG00000008664	0	0	0	0	1	3	0	1	2	0
ENSRNOG00000054041	0	0	0	0	0	0	0	0	2	0
ENSRNOG00000054782	367	290	256	318	257	313	284	329	298	215
ENSRNOG00000007632	4	1	2	2	3	3	0	0	2	0
ENSRNOG00000007136	48	29	18	29	26	50	33	39	49	21
ENSRNOG00000007046	11	9	6	8	5	6	14	7	3	6
ENSRNOG00000043746	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000006898	115	82	76	79	51	99	77	69	88	55
ENSRNOG00000006619	45	29	41	32	36	43	23	24	44	30
ENSRNOG00000006554	73	44	58	43	38	49	35	58	72	40
ENSRNOG00000042253	24	21	38	32	22	34	40	15	35	34
ENSRNOG00000048195	93	65	72	68	64	58	75	51	72	45
ENSRNOG00000006422	0	2	1	0	0	2	1	1	0	0
ENSRNOG00000057904	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053065	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047005	4	0	2	0	2	1	1	1	2	1
ENSRNOG00000006341	7	11	2	12	3	7	4	2	5	2
ENSRNOG00000048980	17	13	8	8	14	9	9	16	20	11
ENSRNOG00000000340	291	196	214	177	161	240	160	184	225	161
ENSRNOG00000000341	40	28	32	45	43	24	29	28	49	14
ENSRNOG00000054585	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058309	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023841	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000040007	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053368	0	0	1	0	2	0	0	0	0	0
ENSRNOG00000061796	0	0	0	0	0	0	3	0	0	0
ENSRNOG00000029659	0	1	0	0	0	0	0	0	0	0
ENSRNOG00000056911	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049843	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000040020	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051721	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051054	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053595	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000018148	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047272	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000039782	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050229	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049239	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014661	7	7	3	6	7	5	4	6	9	4
ENSRNOG00000057251	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000060802	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000057947	1	0	0	0	0	0	0	0	1	0
ENSRNOG00000032690	22	19	16	18	13	28	11	20	32	24
ENSRNOG00000055587	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056821	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053848	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008794	48	50	45	52	33	49	42	48	49	50
ENSRNOG00000008565	68	59	67	55	50	72	57	71	62	47
ENSRNOG00000008140	72	45	51	43	39	62	52	65	55	31
ENSRNOG00000046912	755	638	634	826	776	942	978	915	1183	640
ENSRNOG00000057894	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000006649	1012	745	829	766	665	891	652	653	834	584
ENSRNOG00000024061	144	123	123	126	112	131	122	111	140	105
ENSRNOG00000048795	432	296	308	346	313	344	331	364	423	277
ENSRNOG00000006143	124	85	117	127	85	101	98	89	103	98
ENSRNOG00000005993	97	98	96	117	84	95	82	81	95	91
ENSRNOG00000054415	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000053976	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058491	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005857	14	10	19	25	13	19	8	11	22	17
ENSRNOG00000005883	17	14	10	3	7	9	4	3	11	5
ENSRNOG00000005869	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000005957	118	87	65	76	53	70	61	59	89	51
ENSRNOG00000053511	1	0	0	0	1	0	0	1	1	2
ENSRNOG00000021557	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000053941	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000006734	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000006746	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000006751	244	167	188	187	141	208	165	165	233	151
ENSRNOG00000007246	145	103	109	115	103	132	109	95	144	134
ENSRNOG00000055682	0	0	0	0	0	0	0	2	1	0
ENSRNOG00000007701	165	118	133	155	105	153	92	135	153	107
ENSRNOG00000027633	0	0	0	0	0	3	0	0	1	0
ENSRNOG00000059767	0	0	0	0	0	0	2	0	0	0
ENSRNOG00000055977	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054783	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060863	51	36	36	51	24	52	51	51	54	33
ENSRNOG00000009206	0	0	1	0	0	2	0	0	0	1
ENSRNOG00000059034	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000039871	105	72	75	85	66	95	84	72	70	55
ENSRNOG00000009419	144	134	122	88	79	143	92	94	186	88
ENSRNOG00000058360	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053473	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061047	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060406	1	0	0	0	0	0	0	0	1	1
ENSRNOG00000027383	1	0	0	0	0	0	1	0	0	0
ENSRNOG00000061838	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008203	0	5	1	1	1	2	2	2	3	1
ENSRNOG00000057123	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057844	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000008570	73	72	72	56	48	60	72	78	62	43
ENSRNOG00000058519	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059046	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048492	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056086	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056859	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055488	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007206	10	14	6	10	12	10	2	4	12	8
ENSRNOG00000057168	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000061006	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055393	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031535	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000056328	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007320	0	0	0	0	0	0	0	3	0	2
ENSRNOG00000033261	14	14	16	2	7	26	9	11	24	10
ENSRNOG00000007378	55	17	30	2	23	49	22	0	3	32
ENSRNOG00000007817	38	24	26	26	23	34	38	18	26	23
ENSRNOG00000028821	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033030	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007895	1775	1249	1341	1230	1038	1402	1140	1313	1479	941
ENSRNOG00000008024	129	105	120	77	66	97	68	80	105	67
ENSRNOG00000039829	62	65	63	41	42	54	52	44	82	37
ENSRNOG00000008167	51	45	33	31	20	34	38	30	45	24
ENSRNOG00000009291	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000061275	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009470	68	72	66	37	34	65	43	37	102	29
ENSRNOG00000024504	0	0	0	1	0	0	0	0	2	0
ENSRNOG00000057837	8	1	3	0	2	3	6	0	1	0
ENSRNOG00000058267	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047502	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053868	5	0	7	0	0	0	0	9	5	0
ENSRNOG00000059383	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053714	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031307	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046920	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050968	2	2	1	0	0	1	0	1	1	1
ENSRNOG00000049099	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000006334	37	22	31	17	15	28	21	19	30	21
ENSRNOG00000026328	125	147	150	80	77	152	78	82	140	69
ENSRNOG00000031251	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000021183	0	7	6	1	7	2	6	8	4	2
ENSRNOG00000006462	257	176	209	206	150	265	249	270	271	180
ENSRNOG00000007203	307	233	212	251	186	254	226	255	318	188
ENSRNOG00000007956	7	3	2	2	5	5	3	5	4	4
ENSRNOG00000008641	38	53	43	32	41	50	45	46	68	33
ENSRNOG00000009102	754	626	714	627	520	656	564	561	730	451
ENSRNOG00000058374	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000009481	73	65	72	70	61	102	90	72	110	41
ENSRNOG00000049130	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060960	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051924	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055328	126	83	91	78	56	114	80	95	104	75
ENSRNOG00000061896	1	0	1	0	0	0	0	0	0	0
ENSRNOG00000057155	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009694	9	13	11	3	9	12	17	3	21	4
ENSRNOG00000051342	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051328	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059269	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009785	1	0	3	0	2	1	0	1	3	4
ENSRNOG00000009811	218	190	231	270	242	236	271	270	331	166
ENSRNOG00000047250	40	40	28	19	18	32	28	32	34	30
ENSRNOG00000010178	75	45	53	54	68	63	64	63	89	60
ENSRNOG00000029267	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010489	383	240	324	292	195	309	210	260	299	235
ENSRNOG00000045893	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011039	16	9	9	3	7	7	5	5	8	1
ENSRNOG00000054173	0	0	0	0	0	0	3	0	0	0
ENSRNOG00000011167	9	14	8	5	9	9	5	4	10	4
ENSRNOG00000058061	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011377	62	52	64	66	73	83	73	62	89	44
ENSRNOG00000011611	139	161	125	123	119	119	125	116	138	100
ENSRNOG00000010645	28	32	16	9	6	32	13	29	36	4
ENSRNOG00000010721	2	2	3	3	4	5	11	3	15	6
ENSRNOG00000011704	36	20	21	17	12	26	9	26	19	11
ENSRNOG00000054135	2	0	0	0	0	0	0	0	1	0
ENSRNOG00000011873	37	33	44	53	23	32	41	21	42	35
ENSRNOG00000052920	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058452	54	1	8	0	0	0	0	0	1	0
ENSRNOG00000012255	454	326	385	297	237	322	242	282	295	256
ENSRNOG00000034535	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054833	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059064	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000061398	0	2	1	0	0	0	0	0	0	0
ENSRNOG00000060872	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000012363	42	20	33	18	36	31	20	18	32	17
ENSRNOG00000047841	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013353	28	18	15	17	13	23	33	26	27	8
ENSRNOG00000061188	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061269	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048322	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056186	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061120	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013804	290	254	264	229	232	256	211	248	237	220
ENSRNOG00000014148	104	112	120	115	87	139	154	153	128	93
ENSRNOG00000014192	477	372	364	462	378	552	443	441	468	292
ENSRNOG00000014982	5	0	0	0	0	0	2	2	0	1
ENSRNOG00000058949	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054752	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031849	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000045711	2	0	0	1	0	0	0	0	0	0
ENSRNOG00000012491	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012497	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012510	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000043459	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000012515	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000012522	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012526	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047419	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053129	1	0	1	0	0	0	1	0	1	0
ENSRNOG00000012545	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000033642	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000032368	7	4	0	1	1	3	1	0	2	0
ENSRNOG00000008739	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049936	0	0	0	1	0	0	0	3	0	1
ENSRNOG00000053022	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046129	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052303	0	1	0	0	0	0	0	0	0	0
ENSRNOG00000048856	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030687	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029613	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000008800	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000008804	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047042	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046582	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031108	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059282	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053992	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008850	44	37	34	28	27	34	35	33	40	26
ENSRNOG00000026056	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000058479	1	0	0	0	1	0	1	0	2	1
ENSRNOG00000054493	149	170	156	242	262	270	238	264	224	182
ENSRNOG00000008892	19	18	10	11	13	12	18	11	16	16
ENSRNOG00000051706	617	447	499	381	343	504	335	388	471	276
ENSRNOG00000025868	202	91	92	81	52	76	51	44	71	35
ENSRNOG00000042516	32	8	32	21	21	18	10	8	17	5
ENSRNOG00000009333	14	15	16	13	12	19	8	12	23	19
ENSRNOG00000058584	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000009663	49	28	53	54	44	76	56	63	63	41
ENSRNOG00000009948	51	53	52	48	45	67	40	53	57	46
ENSRNOG00000009982	24	23	19	22	23	34	13	16	26	10
ENSRNOG00000010261	2	0	1	0	0	0	0	0	0	0
ENSRNOG00000029516	0	1	0	0	0	0	0	0	0	0
ENSRNOG00000039543	0	0	0	0	0	0	2	1	0	0
ENSRNOG00000042612	2	1	2	0	0	0	0	2	1	0
ENSRNOG00000025640	0	0	0	0	0	0	2	0	0	0
ENSRNOG00000025625	0	0	0	0	2	0	0	1	2	0
ENSRNOG00000051860	0	1	0	3	3	5	3	1	4	3
ENSRNOG00000025615	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030110	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053633	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000025597	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052100	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000025562	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057064	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032133	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055787	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050295	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031445	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053457	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000025515	0	0	0	0	1	3	0	0	0	2
ENSRNOG00000025512	36	20	35	21	20	39	32	29	47	15
ENSRNOG00000010375	15	22	21	34	33	19	13	26	27	35
ENSRNOG00000010389	6048	4125	4898	3934	2997	4186	3345	3541	4398	3240
ENSRNOG00000025473	1	2	1	0	3	0	0	0	0	0
ENSRNOG00000039500	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000052354	84	56	67	58	55	80	60	56	109	29
ENSRNOG00000011544	42	23	39	30	29	36	25	27	34	29
ENSRNOG00000039489	2	0	0	0	0	1	0	1	0	0
ENSRNOG00000039487	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011615	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011621	0	1	3	4	1	2	3	6	2	2
ENSRNOG00000011809	16	5	13	11	10	13	13	9	16	12
ENSRNOG00000062054	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011953	149	124	120	111	99	119	93	116	159	93
ENSRNOG00000025011	294	210	222	178	138	220	182	214	264	160
ENSRNOG00000057709	5	2	11	5	10	3	10	6	3	3
ENSRNOG00000012488	18	15	14	15	11	18	13	20	13	11
ENSRNOG00000059413	4	2	4	2	1	5	3	5	8	4
ENSRNOG00000057812	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012844	168	118	134	123	107	173	112	122	162	101
ENSRNOG00000013111	79	54	75	49	44	80	76	51	87	55
ENSRNOG00000013287	30	12	26	20	8	16	20	23	23	21
ENSRNOG00000050975	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013292	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048857	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047787	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047738	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000050502	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013338	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000039435	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000039434	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047018	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049577	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054269	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049670	0	1	0	0	0	0	0	0	0	0
ENSRNOG00000054270	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000045632	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053459	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054267	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033801	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046052	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048565	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049773	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048808	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058996	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055402	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061833	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046292	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049830	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055238	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049553	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058787	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057684	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047274	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046197	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047226	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050808	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050394	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000039404	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058237	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052843	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047078	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048099	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000052737	0	3	3	3	3	1	1	1	3	1
ENSRNOG00000046567	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046956	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046466	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049482	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052828	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053791	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047338	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047938	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060201	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047808	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050740	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046417	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053509	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049583	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049065	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059001	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042119	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051843	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054569	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061290	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048707	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046957	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053763	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060389	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046089	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058922	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059022	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059044	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049182	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046840	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060582	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046943	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059778	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051485	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046681	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057185	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061293	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049108	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000048115	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053359	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047444	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054804	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060016	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047797	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055146	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049030	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049342	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057267	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000043089	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060147	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052364	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048413	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000057587	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058542	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060777	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051907	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046187	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051728	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047570	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061036	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045549	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048128	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052896	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060541	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061532	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046356	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046976	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054992	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000039432	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048203	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060250	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048670	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054812	0	0	0	0	0	0	3	0	1	0
ENSRNOG00000048328	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050432	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053749	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050053	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056892	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050388	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000057857	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055476	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000046646	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054808	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045525	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053204	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042156	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052759	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061789	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009074	17	7	7	7	2	6	5	9	4	3
ENSRNOG00000048543	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049928	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054909	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048578	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000042103	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061828	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000052447	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033109	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000009090	263	151	163	181	144	244	156	196	216	151
ENSRNOG00000009244	202	173	179	167	131	153	120	110	157	109
ENSRNOG00000033186	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053618	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000059192	0	1	0	0	0	0	0	0	0	0
ENSRNOG00000052966	0	0	0	1	1	0	0	0	0	0
ENSRNOG00000009713	461	340	353	340	304	427	344	292	421	278
ENSRNOG00000010296	3	5	1	7	4	7	3	5	6	8
ENSRNOG00000039297	67	72	57	40	51	73	56	48	69	52
ENSRNOG00000010947	45	38	34	28	41	17	19	35	37	21
ENSRNOG00000011592	282	206	231	177	168	260	210	275	314	178
ENSRNOG00000011646	0	1	2	0	0	1	0	2	0	2
ENSRNOG00000012046	92	52	70	52	45	78	79	55	68	70
